trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
400,False,"{'a': 0.5, 'e': 0.017950553275045137}",25,4,38.056204599698994,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.017771047742294686}",25,17,16.750307238227226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.01759333726487174}",25,11,24.900309648157048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.017417403892223023}",20,6,10.670195515113784,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01724322985330079}",20,10,19.690900067401998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017070797554767782}",20,13,14.217277300493732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.016900089579220106}",20,7,23.686571335714543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.016731088683427903}",25,11,4.035588379155542,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.016563777796593626}",20,14,12.646083514421301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.016398140018627688}",25,16,14.66426412509011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.01623415861844141}",20,10,18.448098600172962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016071817032256998}",25,20,10.292083240751287,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.015911098861934425}",20,16,7.286268105132958,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.015751987873315082}",20,13,16.385164024953326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.015594467994581931}",30,20,16.04477481783015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015438523314636111}",25,19,12.136236191166477,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.01528413808148975}",25,20,11.230213124978096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.015131296700674854}",20,12,16.906011232432693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.014979983733668104}",25,13,21.192636015159035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.014830183896331423}",20,12,13.347519578434419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.014681882057368109}",20,0,38.03253294956015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.014535063236794427}",20,5,21.78125053085092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014389712604426484}",20,16,9.045614142017246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014245815478382218}",20,13,14.870318396869376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014103357323598397}",20,10,20.666497803746125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.013962323750362412}",25,17,17.324648446554605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.013822700512858787}",30,12,33.131175807834644,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.013684473507730199}",25,17,13.874706904652257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013547628772652897}",25,9,26.669056943608084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013412152484926368}",25,19,12.156003516343937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013278030960077104}",20,0,28.69636313842613,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.013145250650476333}",20,15,11.193357308507284,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.01301379814397157}",20,0,32.666107731376215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.012883660162531854}",25,15,17.418902823262876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.012754823560906535}",20,9,20.24951645251888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.01262727532529747}",25,19,13.18678729652949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012501002572044496}",25,19,7.4936675326069215,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01237599254632405}",20,8,20.28351752448716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012252232620860809}",30,13,9.318375800407122,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012129710294652202}",20,9,17.47131742041238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.01200841319170568}",20,8,18.005443242641714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.011888329059788622}",20,13,12.273805642912567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.011769445769190737}",20,10,18.938912133124617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.011651751311498829}",20,9,19.798676062959736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.01153523379838384}",25,8,23.77838975808918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011419881460400001}",30,14,28.382304742463187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011305682645796001}",20,13,12.01044031063984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011192625819338041}",20,13,10.96944396833079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.011080699561144661}",20,6,21.023114491218198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.010969892565533214}",25,11,22.95917542305972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.010860193639877882}",20,2,39.99721608100357,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.010751591703479103}",20,6,26.491700948937524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010644075786444312}",25,17,13.124975406910137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.01053763502857987}",25,12,25.25765870184525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.01043225867829407}",20,7,20.616464006876846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.01032793609151113}",25,17,14.120749441040738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010224656730596018}",30,14,7.908168628805821,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010122410163290057}",25,20,8.979114191317397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010021186061657156}",30,13,32.710547529966185,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.009920974201040586}",30,22,12.261983120281993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.009821764459030179}",25,14,20.801161091986565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.009723546814439878}",25,14,22.586429832304773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.009626311346295479}",25,13,8.866051384528177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.009530048232832523}",25,7,27.332411950935903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.009434747750504199}",20,3,22.27284645434199,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.009340400272999157}",25,10,23.362320310020376,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.009246996270269165}",20,10,13.18192075164178,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.009154526307566474}",20,1,27.46379530522988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.009062981044490808}",20,12,14.450543724795557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.0089723512340459}",20,16,8.014551143656067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.00888262772170544}",20,7,25.40163545669066,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.008793801444488386}",20,13,13.862783560537833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.008705863430043502}",30,18,25.183623857536123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.008618804795743068}",25,11,26.286785554916772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.008532616747785637}",30,16,27.773465359879367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.00844729058030778}",25,18,15.093472239900679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.008362817674504702}",25,7,33.75852797899133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.008279189497759656}",25,15,21.553282034138814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.008196397602782058}",30,18,21.626076678502304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.008114433626754238}",25,18,16.035032281077402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.008033289290486696}",25,18,14.514699765190041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.00795295639758183}",25,14,8.699568014525969,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.00787342683360601}",25,10,30.00397490439681,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.0077946925652699495}",20,3,26.15786284930442,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.00771674563961725}",20,12,12.060518432848731,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.007639578183221077}",20,12,15.88835570395083,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.0075631824013888665}",25,14,21.2097029463037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.0074875505773749785}",25,12,25.276261569566923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.007412675071601228}",30,13,31.631495269320283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.007338548320885216}",20,14,9.848305343627272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.0072651628376763635}",20,16,9.946705157706386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.0071925112092996}",25,15,21.41895480300992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.007120586097206604}",20,0,30.38929736170527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.007049380236234538}",25,10,28.64370759821124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.006978886433872193}",35,25,16.23258521212972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.00690909756953347}",25,15,17.024960359646585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.006840006593838136}",35,20,16.222707496365903,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.006771606527899755}",25,18,10.652342386832112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0067038904626207565}",20,12,14.121966311291159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.006636851557994549}",30,16,22.269205726133517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.006570483042414603}",20,9,20.161796262914674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.006504778211990457}",25,8,36.07848871293488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006439730429870553}",25,13,17.952687275946978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.006375333125571847}",20,14,13.112334013027532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.006311579794316129}",20,7,24.152200232888198,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.006248463996372968}",20,10,18.43452127243004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.0061859793564092375}",20,8,10.806389910412786,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.006124119562845145}",25,20,9.436007934419756,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.0060628783672166935}",35,9,42.9881616659362,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.006002249583544526}",20,9,19.035610792669193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.005942227087709081}",20,16,7.381796253164176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.00588280481683199}",20,8,25.726259547333743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.005823976768663671}",25,19,12.710998280301434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.0057657370009770335}",25,12,23.15629594740985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.005708079630967263}",20,13,14.292032913651827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.00565099883465759}",25,18,10.859948421583239,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.005594488846311015}",20,14,10.738416334432667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.005538543957847904}",25,17,16.670729275865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.005483158518269426}",30,21,18.68829188787775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.005428326933086731}",30,8,38.33117367012843,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.005374043663755864}",25,15,20.353952035738928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.005320303227118305}",20,5,26.429427605044584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.005267100194847122}",25,19,12.988571316311354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.005214429192898651}",20,15,11.699765058587637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.005162284900969664}",20,9,19.576461403865064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.005110662051959968}",20,10,15.721508549335816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.005059555431440368}",25,8,28.760215004086977,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.005008959877125964}",30,20,19.750252874651245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.0049588702783547045}",25,12,23.291565738981227,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.004909281575571157}",20,13,13.237816468668992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.0048601887598154455}",25,20,11.735216285068578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.004811586872217291}",25,11,21.463481046651435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.004763471003495118}",20,11,19.749091747713095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.004715836293460167}",25,17,15.478661815012526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.004668677930525565}",25,15,14.496962689765502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.0046219911512203095}",30,0,42.82239396032422,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.004575771239708106}",30,20,20.06451070996721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.004530013527311025}",30,14,28.456440432531494,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.004484713392037915}",25,16,14.813402037504247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.004439866258117536}",20,0,30.804036571688734,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.004395467595536361}",25,6,37.18022295724877,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.0043515129195809965}",25,17,11.351924915493102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.004307997790385187}",30,16,28.290800826691907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.004264917812481335}",20,11,13.94186026436247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.004222268634356522}",30,22,14.208059396485611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.004180045948012957}",20,9,21.86091248621853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.004138245488532827}",20,4,28.434241614542476,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.004096863033647498}",20,8,22.602515137184607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.0040558944033110235}",25,18,11.554684913757301,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.004015335459277913}",25,14,19.33847401509845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.003975182104685134}",35,23,26.4105770726069,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.003935430283638282}",25,14,18.40593401282125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.0038960759808018995}",20,13,12.605596144988013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
